Image Name,f1.0,f1.05,f1.1,f1.15,f1.2,f1.25,f1.3,f1.35,f1.4,f1.45,f1.5,f1.55,f1.6,f1.65,f1.7,f1.75,f1.8,f1.85,f1.9,f1.95,f2.0,f2.05,f2.1,f2.15,f2.2,f2.25,f2.3,f2.35,f2.4,f2.45,f2.5,f2.55,f2.6,f2.65,f2.7,f2.75,f2.8,f2.85,f2.9,f2.95,f3.0,f3.05,f3.1,f3.15,f3.2,f3.25,f3.3,f3.35,f3.4,f3.45,f3.5,f3.55,f3.6,f3.65,f3.7,f3.75,f3.8,f3.85,f3.9,f3.95,f4.0,f4.05,f4.1,f4.15,f4.2,f4.25,f4.3,f4.35,f4.4,f4.45,f4.5,f4.55,f4.6,f4.65,f4.7,f4.75,f4.8,f4.85,f4.9,f4.95,f5.0,f5.05,f5.1,f5.15,f5.2,f5.25,f5.3,f5.35,f5.4,f5.45,f5.5,f5.55,f5.6,f5.65,f5.7,f5.75,f5.8,f5.85,f5.9,f5.95,f6.0,f6.05,f6.1,f6.15,f6.2,f6.25,f6.3,f6.35,f6.4,f6.45,f6.5,f6.55,f6.6,f6.65,f6.7,f6.75,f6.8,f6.85,f6.9,f6.95,f7.0,f7.05,f7.1,f7.15,f7.2,f7.25,f7.3,f7.35,f7.4,f7.45,f7.5,f7.55,f7.6,f7.65,f7.7,f7.75,f7.8,f7.85,f7.9,f7.95,f8.0,f8.05,f8.1,f8.15,f8.2,f8.25,f8.3,f8.35,f8.4,f8.45,f8.5,f8.55,f8.6,f8.65,f8.7,f8.75,f8.8,f8.85,f8.9,f8.95,f9.0,f9.05,f9.1,f9.15,f9.2,f9.25,f9.3,f9.35,f9.4,f9.45,f9.5,f9.55,f9.6,f9.65,f9.7,f9.75,f9.8,f9.85,f9.9,f9.95,f10.0,f10.05,f10.1,f10.15,f10.2,f10.25,f10.3,f10.35,f10.4,f10.45,f10.5,f10.55,f10.6,f10.65,f10.7,f10.75,f10.8,f10.85,f10.9,f10.95,f11.0,f11.05,f11.1,f11.15,f11.2,f11.25,f11.3,f11.35,f11.4,f11.45,f11.5,f11.55,f11.6,f11.65,f11.7,f11.75,f11.8,f11.85,f11.9,f11.95,f12.0,f12.05,f12.1,f12.15,f12.2,f12.25,f12.3,f12.35,f12.4,f12.45,f12.5,f12.55,f12.6,f12.65,f12.7,f12.75,f12.8,f12.85,f12.9,f12.95,f13.0,f13.05,f13.1,f13.15,f13.2,f13.25,f13.3,f13.35,f13.4,f13.45,f13.5,f13.55,f13.6,f13.65,f13.7,f13.75,f13.8,f13.85,f13.9,f13.95,f14.0,f14.05,f14.1,f14.15,f14.2,f14.25,f14.3,f14.35,f14.4,f14.45,f14.5,f14.55,f14.6,f14.65,f14.7,f14.75,f14.8,f14.85,f14.9,f14.95,f15.0,f15.05,f15.1,f15.15,f15.2,f15.25,f15.3,f15.35,f15.4,f15.45,f15.5,f15.55,f15.6,f15.65,f15.7,f15.75,f15.8,f15.85,f15.9,f15.95,f16.0,f16.05,f16.1,f16.15,f16.2,f16.25,f16.3,f16.35,f16.4,f16.45,f16.5,f16.55,f16.6,f16.65,f16.7,f16.75,f16.8,f16.85,f16.9,f16.95,f17.0,f17.05,f17.1,f17.15,f17.2,f17.25,f17.3,f17.35,f17.4,f17.45,f17.5,f17.55,f17.6,f17.65,f17.7,f17.75,f17.8,f17.85,f17.9,f17.95,f18.0,f18.05,f18.1,f18.15,f18.2,f18.25,f18.3,f18.35,f18.4,f18.45,f18.5,f18.55,f18.6,f18.65,f18.7,f18.75,f18.8,f18.85,f18.9,f18.95,f19.0,f19.05,f19.1,f19.15,f19.2,f19.25,f19.3,f19.35,f19.4,f19.45,f19.5,f19.55,f19.6,f19.65,f19.7,f19.75,f19.8,f19.85,f19.9,f19.95,f20.0
LPF_length100.0_width10.0_height40.0_sep10.0.png,-0.245232,-0.517402,-0.853473,-1.22777,-1.61508,-1.9895,-2.33175,-2.62918,-2.87372,-3.05987,-3.18376,-3.24279,-3.23584,-3.1633,-3.02717,-2.83139,-2.58243,-2.2888,-1.96185,-1.6161,-1.2691,-0.940473,-0.649836,-0.413612,-0.241495,-0.133818,-0.0812267,-0.0671164,-0.0720923,-0.079358,-0.0806978,-0.0815345,-0.105031,-0.192908,-0.398249,-0.767226,-1.31566,-2.01697,-2.81191
LPF_length100.0_width10.0_height50.0_sep10.0.png,-0.364446,-0.940064,-1.33336,-1.76304,-2.23018,-2.68564,-3.09112,-3.42572,-3.68002,-3.85041,-3.93596,-3.93758,-3.85549,-3.68881,-3.44029,-3.11601,-2.72632,-2.2873,-1.82184,-1.35986,-0.93584,-0.583355,-0.326342,-0.170244,-0.0992177,-0.0822181,-0.0863491,-0.0949237,-0.128576,-0.269582,-0.671735,-1.50829,-2.84691,-4.58204,-6.524,-8.51423,-10.4564,-12.2958,-13.9967
LPF_length100.0_width10.0_height60.0_sep10.0.png,-0.50417,-1.15262,-1.66034,-2.26498,-2.88441,-3.43419,-3.87923,-4.2139,-4.44175,-4.56596,-4.58686,-4.50285,-4.31235,-4.01576,-3.61737,-3.12779,-2.56688,-1.96715,-1.3763,-0.854163,-0.458055,-0.218002,-0.11744,-0.100784,-0.112509,-0.163779,-0.440178,-1.38136,-3.39505,-6.32575,-9.68695,-13.1731,-16.7167,-20.3997,-24.4373,-29.2857,-36.1727,-52.6433,-47.5381
LPF_length100.0_width10.0_height70.0_sep10.0.png,-0.666772,-1.33945,-2.07171,-2.82991,-3.53209,-4.12237,-4.58082,-4.90535,-5.09879,-5.1634,-5.09946,-4.90557,-4.57984,-4.12213,-3.53813,-2.84644,-2.08925,-1.34321,-0.716419,-0.308336,-0.139012,-0.120936,-0.146666,-0.338036,-1.49678,-4.66427,-9.30521,-14.4023,-19.6835,-25.3949,-32.2443,-42.5153,-56.651,-47.8621,-62.9437,-35.844,-24.6008,-13.8714,-1.24787
LPF_length100.0_width10.0_height80.0_sep10.0.png,-0.871879,-1.71288,-2.60659,-3.44606,-4.17959,-4.78375,-5.24725,-5.56378,-5.72837,-5.73536,-5.5777,-5.24734,-4.73711,-4.04563,-3.18849,-2.22091,-1.27016,-0.538536,-0.18666,-0.143073,-0.182597,-0.675904,-3.81666,-9.94686,-16.8332,-24.0717,-32.5603,-46.5356,-48.4994,-43.9625,-45.4319,-54.0176,-49.524,-40.4837,-36.9882,-45.7398,-20.2275,-9.90659,-14.0703
LPF_length100.0_width17.5_height40.0_sep10.0.png,-0.299965,-0.762496,-1.07963,-1.44786,-1.84258,-2.21465,-2.53362,-2.78432,-2.95962,-3.05473,-3.06666,-2.99453,-2.84008,-2.60833,-2.30836,-1.95426,-1.56623,-1.17089,-0.799801,-0.485156,-0.252936,-0.115102,-0.0650513,-0.0796766,-0.126356,-0.171756,-0.189993,-0.170215,-0.124395,-0.0948544,-0.158851,-0.419921,-0.967172,-1.81926,-2.9028,-4.09807,-5.29314,-6.40633,-7.38366
LPF_length100.0_width17.5_height50.0_sep10.0.png,-0.442905,-0.94087,-1.44927,-1.98816,-2.49617,-2.93561,-3.28836,-3.54406,-3.69638,-3.74148,-3.67757,-3.50397,-3.22361,-2.84463,-2.38292,-1.86537,-1.33273,-0.838856,-0.441992,-0.186002,-0.0799093,-0.0894587,-0.15331,-0.206919,-0.20587,-0.150035,-0.118574,-0.309384,-1.00556,-2.36968,-4.26386,-6.39586,-8.53761,-10.5747,-12.4642,-14.1957,-15.7697,-17.1822,-18.4157
LPF_length100.0_width17.5_height60.0_sep10.0.png,-0.608941,-1.22389,-1.90356,-2.56698,-3.15414,-3.63474,-3.99493,-4.22777,-4.3286,-4.29349,-4.11967,-3.80706,-3.36089,-2.79614,-2.14463,-1.46355,-0.838887,-0.369926,-0.124735,-0.0914497,-0.176524,-0.255238,-0.237469,-0.149431,-0.288203,-1.31643,-3.64376,-6.78486,-10.107,-13.3368,-16.4308,-19.4317,-22.4173,-25.5014,-28.8609,-32.824,-38.1778,-48.0593,-54.2844
LPF_length100.0_width17.5_height70.0_sep10.0.png,-0.800531,-1.57659,-2.38944,-3.14604,-3.78566,-4.28716,-4.6388,-4.8328,-4.86296,-4.72397,-4.41185,-3.92609,-3.27536,-2.48939,-1.6385,-0.852634,-0.302455,-0.0981741,-0.173554,-0.313362,-0.307097,-0.176147,-0.704257,-3.37212,-7.74722,-12.4133,-16.9283,-21.3474,-25.8619,-30.7732,-36.6654,-45.3403,-68.9725,-50.6137,-53.5223,-46.5386,-31.6983,-19.7054,-3.23147
LPF_length100.0_width17.5_height80.0_sep10.0.png,-1.04023,-1.99172,-2.94683,-3.79301,-4.48422,-4.99778,-5.32224,-5.45105,-5.3775,-5.09263,-4.58697,-3.85752,-2.92392,-1.86409,-0.868492,-0.232998,-0.1299,-0.341825,-0.424561,-0.222117,-1.27364,-6.08298,-12.3114,-18.3513,-24.2883,-30.6028,-38.286,-51.7044,-51.998,-46.1291,-44.6228,-44.9432,-46.2145,-45.2726,-37.8558,-25.7348,-10.857,-5.15413,-13.1433
